delivery_partner_key,delivery_partner_id,partner_name,city_key,vehicle_type,joined_date,rating
669,DP-8425f924-8161-53d3-b85e-15db835c9281,Saumya Purohit,4,Motorcycle,2025-08-25,4.71
670,DP-218ff42f-1c17-5d8f-9773-09a062b6522f,Faris Zacharia,7,Motorcycle,2025-05-22,3.9
671,DP-2c201ee6-73e0-5051-802e-f92a07551148,Ijaya Dani,2,Bicycle,2024-03-26,4.0
672,DP-cac231c6-5f73-5e85-8c60-40d8a7dde9fa,Maya Wadhwa,11,Motorcycle,2025-03-31,4.64
673,DP-9032cc57-f7a5-5e58-8fc4-6b8c1ac663b0,Udant Aggarwal,50,Motorcycle,2026-05-01,4.33
674,DP-6b0ecda2-719f-5ee8-a26c-da63f2ceea28,Chanchal Sheth,17,Motorcycle,2025-04-09,3.95
675,DP-e2d86e28-62e1-5835-898d-ea02a88991ed,Ladli Karpe,12,Motorcycle,2024-09-22,4.3
676,DP-5750746f-f563-5e31-8fa7-202f572c16a4,Triveni Pal,6,Motorcycle,2023-12-12,4.65
677,DP-f1e323cc-3c2d-53aa-a1f7-43166ab894b4,Anya Gulati,38,Motorcycle,2024-10-29,4.38
678,DP-8bc24f14-1aa9-581e-9954-af2485742870,Azad Saini,9,Motorcycle,2024-04-19,4.52
679,DP-f2c71be7-e8c3-55ee-8997-5c19f892451a,Wridesh Jhaveri,2,Motorcycle,2025-02-18,4.41
680,DP-74563ad6-ad4b-56e1-a2c9-7deb95267bcb,Harrison Bandi,6,Motorcycle,2023-02-28,4.26
681,DP-dd0f9aad-0aee-5ecb-9f49-459463049e4c,Chanakya Konda,1,Motorcycle,2023-08-31,4.58
682,DP-6ecf0142-f5e7-593b-a2d0-ce3a3375cf5f,Neelima Sarna,3,Motorcycle,2025-10-01,3.92
683,DP-f9bae61f-85bc-58e9-a985-5eda61fbe7a7,Teerth Bhalla,1,Electric Scooter,2024-04-30,4.21
684,DP-61767c3b-c02e-54ec-99a3-85b053858188,Yahvi Mann,8,Motorcycle,2024-07-06,4.77
685,DP-ef671adc-317e-5b90-a4ae-818d75825257,Eiravati Nagi,14,Motorcycle,2024-11-25,4.01
686,DP-02431af4-5340-5827-a78e-ee9f3389ec5f,Chasmum Dhar,5,Bicycle,2024-07-13,4.5
687,DP-d352d415-3ac4-5d3c-9e15-842c19cd733c,Odika Mital,7,Motorcycle,2025-08-26,4.35
688,DP-c36d27b1-aac1-5238-84d1-8153f252c474,Darsh Gill,44,Motorcycle,2023-11-10,4.32
689,DP-56c2ab32-f94b-52dd-bd44-1d445fa20601,Warhi Batta,21,Motorcycle,2025-08-25,4.81
690,DP-2fcdfb44-020d-5521-b79a-660c1ce0b728,Lakshmi Vohra,10,Motorcycle,2023-09-25,4.88
691,DP-2e7e1280-6d2a-5188-bf57-48549dfa86b1,Omaja Rege,4,Motorcycle,2024-04-17,4.13
692,DP-ec00f4b8-1eb0-5de6-8693-521ff7faf0fc,Charita Puri,35,Electric Scooter,2025-01-20,3.58
693,DP-ce49dd92-ff69-5438-b216-a2606f7223fa,Urvashi Khosla,3,Electric Scooter,2026-02-04,4.44
694,DP-8ce3468d-f926-5c59-908c-eb9cb6260ce0,Charita Dhawan,5,Motorcycle,2023-10-24,3.84
695,DP-c8df647d-6b02-51eb-bf74-d2494a46ac4d,Dalbir Sachar,37,Motorcycle,2025-01-19,4.79
696,DP-677fed19-d8fb-5584-972b-ad9bc0cd7229,Krish Rama,10,Motorcycle,2023-03-23,4.48
697,DP-8a671f88-594b-5042-832e-bed99818a232,Aadhya Jani,20,Motorcycle,2023-04-07,3.99
698,DP-821ce34e-f800-583d-870f-182c435791b8,Farhan Sengupta,12,Motorcycle,2025-09-06,4.23
699,DP-1431b268-cc49-51cc-9e56-b4114022e15b,George Wason,15,Electric Scooter,2025-07-06,4.11
700,DP-57eaa985-175d-5996-a934-1e2d156653b6,Charan Loyal,5,Motorcycle,2024-04-25,4.21
701,DP-0bc7135d-f95b-5b94-85e6-774e7c38a6ad,Balveer Bora,4,Motorcycle,2025-03-05,3.87
702,DP-f309ac0e-4c3a-534d-9830-ad715a4bda73,Teerth Srinivas,5,Motorcycle,2024-04-30,4.98
703,DP-bc29ba23-06a3-5e8a-b704-b395e76b4610,Gaurangi Mitter,2,Motorcycle,2023-12-20,4.15
704,DP-8c897f38-dae9-5ac6-93ee-498e66d72d0e,Siddharth Gupta,32,Motorcycle,2024-07-04,4.5
705,DP-cdeb34f8-7141-5835-9451-1963a70c725c,Varenya Kibe,4,Bicycle,2024-02-02,4.65
706,DP-2a83ac7d-9a98-57c3-82a7-b13bf4498a83,Mekhala Khatri,11,Motorcycle,2025-11-05,4.88
707,DP-abff1dc9-092f-504b-a3ca-d83bd55bf943,Barkha Rai,24,Motorcycle,2024-06-09,4.51
708,DP-7265f472-3716-5305-943b-e9da9c401c57,Jagrati Morar,23,Motorcycle,2024-02-14,4.4
709,DP-54ad3f2a-7af1-5816-b0e1-68a3f088d871,Jagvi Varghese,7,Motorcycle,2024-11-15,4.53
710,DP-7b79a739-b055-535c-919e-11b5a24496f8,Unnati Chaudhari,8,Motorcycle,2025-08-25,4.13
711,DP-468b82f1-7fef-5e13-b085-077c0be90a2d,Ekaja Jani,50,Motorcycle,2023-12-16,4.16
712,DP-ccdb84e6-3137-5530-92ec-d63ba6c7386c,Dhriti Sachdev,16,Motorcycle,2026-04-13,4.4
713,DP-cd68dabc-9fd9-58fc-b3e4-b31b8ced0b36,Timothy Dhingra,25,Electric Scooter,2024-08-14,3.76
714,DP-e6d95c3e-7b6d-5c51-b98c-8fc9586e1a9f,Advika Sahni,36,Motorcycle,2025-04-23,4.26
715,DP-eaceb6b8-ac47-5ed6-a830-fc062e69b3de,Michael Hayre,23,Motorcycle,2026-05-06,4.33
716,DP-57ad1829-a3b2-54f1-903f-3ba4ea707fde,Victor Raghavan,3,Electric Scooter,2024-07-04,5.0
717,DP-ddde2b2b-2163-5f8c-a99e-ddfca5f002ec,Xalak Nazareth,11,Motorcycle,2023-09-12,4.93
718,DP-76f278e4-b069-58c7-8328-3c1ae69df7a1,Vrinda Swaminathan,2,Motorcycle,2025-08-12,4.65
719,DP-14025ad6-da22-5225-9e49-e0f23b762f0a,Om Pandey,15,Motorcycle,2023-01-09,4.8
720,DP-ca668b2d-07a8-5f96-855e-6a0c254fb011,Logan Suresh,43,Motorcycle,2024-08-07,4.16
721,DP-62da59a6-b563-5772-8b57-eac31d19e017,Daniel Viswanathan,9,Motorcycle,2026-06-04,4.53
722,DP-01d26e77-a8d3-572f-8163-e2e65991bbee,Falan Bava,7,Motorcycle,2024-06-12,4.75
723,DP-11597616-05a7-507f-aee4-f77560292096,Nitara Devan,1,Motorcycle,2025-05-22,4.16
724,DP-a72c48c6-8cea-599c-9cc2-5cfae7988672,Ekansh Dora,44,Motorcycle,2024-11-01,4.0
725,DP-fba1b84a-660e-5b01-8788-694ec06d1371,Tejas Tiwari,2,Electric Scooter,2023-10-01,4.61
726,DP-e822cb23-0580-580a-beee-6cb4c9eb8069,Kashvi Bhasin,1,Motorcycle,2024-02-10,4.03
727,DP-63a1be03-49eb-5344-9c59-24d6d355276d,Vinaya Babu,4,Motorcycle,2024-10-30,4.68
728,DP-db5c9e8d-0b71-5050-9e1d-c62e2522d40c,Nisha Arora,1,Motorcycle,2023-05-14,4.88
729,DP-6b5ad535-48f5-5664-b430-6ef542acb981,Anvi Wason,8,Motorcycle,2024-06-13,4.17
730,DP-0e83edba-6a05-5878-a60b-0e450143cedb,Anay Thakkar,9,Motorcycle,2024-06-13,4.19
731,DP-20354778-b9fe-5ece-87da-57b91598287e,Praneel Chhabra,5,Motorcycle,2025-12-01,4.86
732,DP-bc00dfc1-24a4-514f-a496-4a8e9f940ca1,Manthan Khosla,1,Motorcycle,2023-06-08,4.51
733,DP-47d11423-24bb-5c17-9e96-1e3262c8de2b,Zayyan Pandya,2,Motorcycle,2025-12-11,4.81
734,DP-86d0c73f-3e97-5b5d-ba4e-1c27a0d7ed29,Mekhala Brar,6,Bicycle,2024-06-07,4.41
735,DP-2150bcbe-d160-5165-b6ee-7e2adc5be71a,Nidra Sharaf,1,Motorcycle,2025-04-11,4.43
736,DP-dea12917-3917-5390-9bc6-5fe9b2d084c2,Upkaar Mital,17,Motorcycle,2024-12-11,4.5
737,DP-7dec20b7-25b5-5195-bbef-c945f8b43842,Azad Chander,3,Motorcycle,2024-01-18,5.0
738,DP-a4ceee05-ce98-5245-b582-425253716f1d,Ladli Purohit,5,Motorcycle,2026-04-02,4.78
739,DP-bcb4b093-0810-5535-9917-b81157f9b170,Daksh Andra,6,Motorcycle,2023-10-14,4.25
740,DP-b8d96220-9a7d-5621-9cee-103a628b84b2,Fitan Tata,7,Motorcycle,2023-02-16,4.56
741,DP-2e5a9206-1922-5e73-bef3-afc129741ba8,Garima Chandran,1,Motorcycle,2025-08-15,4.39
742,DP-9488193e-edb9-5031-98a6-fd0d72d73175,Victor Kakar,2,Motorcycle,2025-03-03,4.32
743,DP-aeb953e4-79ab-5f02-a744-22256eb79034,Anika Batra,31,Motorcycle,2026-02-10,4.67
744,DP-3940a5ca-4e97-5a35-b6c3-afe4d81fe951,Avni Bali,1,Motorcycle,2024-08-07,4.59
745,DP-9a783209-db40-5bc6-a3b9-f89dddf91a78,Divya Babu,9,Motorcycle,2023-01-22,4.17
746,DP-a771b6fb-85ba-56d5-862f-2d86d19d49a0,Maanas Rao,9,Motorcycle,2023-01-26,4.5
747,DP-2a8f3a6d-5c13-51a6-95c8-232ea9841aeb,Chandani Gaba,5,Motorcycle,2024-07-06,4.31
748,DP-50bf6618-f0cd-50cb-b805-c5160ce3d188,Lopa Zachariah,7,Motorcycle,2023-11-15,4.64
749,DP-f13996a4-7620-5490-8920-d47a9227bdcd,Leena Dey,23,Motorcycle,2026-03-22,4.3
750,DP-f8924e96-438a-5b22-84c6-7c38f7b91504,Xiti Pal,28,Motorcycle,2023-06-01,4.44
751,DP-9279b983-4c8f-5e29-a5e0-5aa4c851eb2d,Guneet Sarkar,4,Motorcycle,2026-01-28,4.33
752,DP-210e8d37-5995-5571-b080-885d5de00bb4,Faqid Oak,5,Motorcycle,2023-10-04,3.91
753,DP-a91ec78a-235b-59c4-9011-2ad631606c77,Eta Balan,4,Electric Scooter,2023-06-02,5.0
754,DP-9fe72ce2-258d-583e-990f-c92fa73805d9,Shravya Swaminathan,8,Electric Scooter,2023-12-17,4.5
755,DP-9e523e85-4d72-5ca6-b78a-1da2b16e7187,Ishani Prashad,16,Bicycle,2023-07-03,5.0
756,DP-409978b5-4b28-5168-b369-3d5dcf914391,Quincy Rai,3,Motorcycle,2024-05-27,4.52
757,DP-bb29201f-2c36-5a38-af99-2c2fce6a1991,Chakrika Koshy,5,Motorcycle,2024-02-26,4.73
758,DP-2df395d2-5408-510e-944c-1932efc72205,Fitan Loyal,40,Motorcycle,2024-11-06,4.27
759,DP-0e4465e0-968c-5d7c-ab62-e7645e2f6202,Lajita Dube,1,Electric Scooter,2024-11-16,4.28
760,DP-52e5b775-b7be-5186-990c-470453c44738,Edhitha Patel,8,Electric Scooter,2023-01-02,4.48
761,DP-5158c3d1-4f45-5dbd-9155-e83edc589dbc,Gavin Ahluwalia,18,Motorcycle,2023-06-09,5.0
762,DP-5a1e1887-0c5b-5937-a750-6fb33cc20b94,Sai Parsa,2,Bicycle,2023-07-26,4.18
763,DP-4ddc2003-7de4-5a62-86b6-8ab4031d515a,Harsh Deo,1,Motorcycle,2023-09-06,3.84
764,DP-03742457-8342-5fd3-8e36-24c0c4db0d45,Rachit Sankar,2,Motorcycle,2023-04-30,4.86
765,DP-60f75f4e-dcea-5f5e-85a5-e1b771bca409,Yauvani Reddy,38,Bicycle,2024-02-06,4.75
766,DP-4f8f57d4-1a69-5068-b6eb-dc90c64f7658,Atharv Chakraborty,1,Motorcycle,2024-12-02,4.35
767,DP-f4d4873a-83ed-5a89-bce7-a5c8b7c3ced1,Girik Nair,3,Electric Scooter,2024-01-30,5.0
768,DP-02bceaf8-2324-5afa-9721-47b665db1c85,Advik Manne,1,Motorcycle,2024-02-24,5.0
769,DP-7a8fa524-bbd3-5257-966f-8a6f1aeb37ab,Lipika Chad,2,Motorcycle,2024-08-22,3.89
770,DP-477dc1c4-13c0-5a25-8b2a-b999fe55564a,Omkaar Rai,13,Motorcycle,2024-11-30,4.27
771,DP-7c9ad2d7-795f-5c09-b283-166fb0f6772e,Liam Luthra,4,Motorcycle,2024-02-27,4.48
772,DP-20513f38-f609-5fa6-b54f-53698dfc0213,Amrita Tailor,11,Electric Scooter,2023-10-11,4.63
773,DP-965bccb7-9312-5982-b1d4-1eb43b4c3a8c,Dev Ganesh,12,Motorcycle,2024-06-06,4.58
774,DP-d9c1179f-2bef-5901-9193-f5363e5ff08f,Anya Sama,29,Motorcycle,2023-01-31,4.5
775,DP-caf4f2d3-fc54-504c-8132-e77e92343c9b,Veda Bose,1,Motorcycle,2024-09-20,4.13
776,DP-25bd381a-3175-51c3-bcbc-d4804931b20f,Zayan Koshy,30,Motorcycle,2026-04-16,4.68
777,DP-0a5af50d-d5d0-5e50-b1ba-8c24eadd597a,Rohan Shankar,13,Electric Scooter,2024-05-22,4.7
778,DP-d94327b8-e5ec-5b5e-b521-33756b3189b7,Krishna Modi,3,Motorcycle,2023-05-19,4.83
779,DP-22df23e0-a084-551b-a0af-7f85384227ca,Meghana Natarajan,22,Motorcycle,2025-06-21,4.09
780,DP-4f036092-c26e-5ded-bc02-e9a2cb6e73ac,Forum Sarraf,30,Motorcycle,2023-06-11,4.42
781,DP-22262664-f51a-5735-b6cd-619198fa4e52,Qushi Deshpande,4,Motorcycle,2023-09-05,4.33
782,DP-92f91a91-813f-527c-ae46-48ee6cbb8922,Ekani Iyer,38,Electric Scooter,2023-07-06,4.08
783,DP-57bbfe89-dfb3-5263-a288-0977fb56b8ce,Dipta Goel,8,Motorcycle,2026-02-01,4.42
784,DP-14c8c065-5c43-51d6-8a0e-a9cc4e976ab7,Eiravati Manne,12,Motorcycle,2026-06-06,4.15
785,DP-3ceb5091-a1c7-514e-b527-41cad894e661,Xavier Nanda,48,Motorcycle,2024-12-27,4.03
786,DP-0f3521f5-5f89-5211-9073-97cd33a16ca1,Avni Ramaswamy,6,Motorcycle,2025-02-27,4.76
787,DP-09006ada-1769-52d2-afa8-0109c427d951,Ishaan Iyengar,25,Motorcycle,2025-04-03,4.35
788,DP-29d677b3-fb0a-54c2-8326-197cf3e18a0b,Avi Shenoy,5,Motorcycle,2025-02-17,4.25
789,DP-18b7137b-4c77-5912-a7c6-86bbfbee31b0,Raksha Manne,24,Motorcycle,2024-11-25,4.92
790,DP-474f71cd-5bd6-50ec-97b0-905e9ab942e5,Nilima Tata,12,Motorcycle,2026-06-13,4.71
791,DP-1ce8128d-b3f1-5621-9d64-0cf80403b669,Chavvi Khurana,3,Motorcycle,2025-07-24,3.81
792,DP-e7d1cd8e-8239-50e8-8239-ce6217d32112,Mitesh Sampath,7,Motorcycle,2023-04-23,4.64
793,DP-538f6649-93e2-5bd9-9902-778e8769acb7,Ethan Sen,5,Motorcycle,2024-05-15,4.64
794,DP-f322370f-bf2f-5e04-aae5-429e834bf3c9,Nandini Warrior,1,Motorcycle,2026-05-28,4.4
795,DP-99e046c6-4fed-5657-9ba4-9bdc8fb8089c,Balhaar Parsa,1,Motorcycle,2024-05-30,4.39
796,DP-7f56220c-208c-5232-94ec-8c06eefab770,Ikbal Kothari,5,Electric Scooter,2023-09-18,3.94
797,DP-933d42d0-94f1-59af-9a30-f61dcadfef89,Ojas Basu,1,Motorcycle,2026-01-13,5.0
798,DP-45e4939a-b8b1-5a27-918f-f273b2711c99,Garima Sani,3,Bicycle,2025-03-06,4.42
799,DP-8ee50a81-a3b7-50c3-8c0d-a62c7027c476,Advaith Chaudhari,19,Motorcycle,2024-12-18,4.62
800,DP-99465e18-7084-50de-bf67-1498c26f66da,Tristan Uppal,18,Electric Scooter,2024-06-20,4.44
801,DP-5f1c6fe7-86fd-5c9c-b142-e81a57ab73ad,Sanaya Prasad,20,Electric Scooter,2023-06-08,4.26
802,DP-3e03a82c-60a0-5820-b0a1-d330431c1fab,Ubika Tella,5,Bicycle,2024-05-04,4.79
803,DP-8f427e7f-b13c-54e5-bd67-d70957214876,Hemani Bakshi,34,Motorcycle,2024-07-12,4.55
804,DP-4fb2b767-7a98-5abb-bcbb-09d04ab80973,Henry Merchant,12,Electric Scooter,2026-04-03,4.42
805,DP-fff65e0e-21de-5c3d-9b7e-9f6478aa763e,Frederick D’Alia,2,Motorcycle,2024-01-28,4.61
806,DP-1802e0be-5aa3-59ee-8182-4f2765ac7528,Ijaya Muni,2,Motorcycle,2023-07-10,4.47
807,DP-a3da942f-0c4f-5064-a4ea-7b903a5259fa,Tamanna Jhaveri,17,Motorcycle,2024-06-29,5.0
808,DP-eec24b0e-93b3-5737-a502-f1b0bd1c1a3e,Ijaya Soni,3,Bicycle,2026-06-26,4.77
809,DP-6fd7db9a-848e-5a19-9bc0-0a809214f74d,Raksha Sethi,9,Motorcycle,2024-09-07,4.67
810,DP-393a25be-8207-5355-8433-f95bf94be390,Ekalinga Mital,49,Motorcycle,2024-04-28,3.98
811,DP-31f246c0-038d-5630-86ce-0b69e4e26225,Ishwar Bajaj,1,Motorcycle,2025-04-30,4.68
812,DP-16b96ac2-496a-5021-952d-291964143dfa,Ikbal Gala,1,Motorcycle,2025-04-07,4.67
813,DP-fbeeabe1-d732-5310-9924-6c2590f71433,Zaitra Ghosh,49,Electric Scooter,2024-01-17,4.16
814,DP-fde8eed3-67e1-54bd-89f4-e855eab0786a,Ganga Sandhu,11,Motorcycle,2026-05-20,3.97
815,DP-2fce54e4-40d1-5b3a-9ae4-a92da8aab752,Vincent Ravel,2,Motorcycle,2025-01-26,4.76
816,DP-7b8493cb-cbe9-54a1-b496-1ca2954abee5,Quincy Sankaran,35,Motorcycle,2023-03-15,4.81
817,DP-3515d919-9ca2-55fc-ad17-f6819231d49e,Ayush Hora,33,Motorcycle,2024-06-04,4.28
818,DP-37058c22-a652-5c93-8b20-9de1bbb19d0e,Pushti Ramachandran,10,Motorcycle,2026-03-23,4.27
819,DP-5a6d8914-c29d-56f3-a354-9011cd6ed207,Tanish Jha,13,Motorcycle,2024-05-16,4.54
820,DP-f936eb68-4945-5681-8f09-ddda4459df8b,Dev Chaudry,4,Motorcycle,2024-12-25,4.35
821,DP-85e1b922-abf8-5b3b-907e-8413ae04a29b,Jasmit Nanda,1,Motorcycle,2025-02-20,3.97
822,DP-e24062ec-ac2c-5823-acd6-48192dfcd737,Tanvi Comar,12,Motorcycle,2025-06-17,4.15
823,DP-5273f104-1b28-5894-bbb4-c2d0d7554e84,Vrishti Wable,4,Bicycle,2026-01-18,4.6
824,DP-8df74de5-c43d-5611-b5f6-18fe6f475aab,Lipika Ramanathan,15,Motorcycle,2023-07-10,4.17
825,DP-72eb6af9-1e0a-5b4a-9602-3c974fa25f29,Ijaya Pandey,28,Motorcycle,2024-10-21,4.82
826,DP-1f555473-02af-51cb-abb8-1dad79c8694c,Orinder Mishra,1,Motorcycle,2024-11-11,4.67
827,DP-d6c4d412-d347-5f9b-8ff0-98d4e8b588b0,Krish Munshi,12,Electric Scooter,2023-07-14,4.62
828,DP-8f7b5cee-c895-52a8-830b-1a7e662c622a,William Mody,3,Motorcycle,2025-05-09,4.54
829,DP-aefa37ce-cf9e-53d0-9825-aab5d57ea86f,Qadim Prakash,32,Motorcycle,2023-05-31,4.24
830,DP-3f9fb64e-9a06-5b0a-b5de-8270dbce4a5e,Yasti Rama,4,Motorcycle,2024-08-05,4.72
831,DP-954a37d9-c918-5df0-8c8a-19fa3e2f0550,Lakshit Rajagopal,13,Motorcycle,2024-02-26,4.23
832,DP-ef33a0fd-7bc9-5e68-b9c0-b9669451de68,Quincy Sur,10,Bicycle,2023-07-17,4.85
833,DP-8887b2c6-bc60-5fa8-90b5-4dec013efa73,Ojas Suri,6,Motorcycle,2025-11-15,5.0
834,DP-ea02c4df-8f39-52e2-bbe1-d9b278450f2a,Logan Grover,16,Motorcycle,2023-11-08,4.55
835,DP-130fae23-49e5-5d26-b034-1e5051abb757,Shravya Bera,19,Motorcycle,2023-11-22,4.97
836,DP-020109e5-a05a-512d-a03d-90eb6a70bd36,Aditya Sundaram,11,Motorcycle,2025-12-26,4.16
837,DP-65419942-b2d4-5b4d-a3ef-db059e00125b,Robert Rajagopalan,21,Motorcycle,2026-01-24,4.67
838,DP-a5b9fff2-4300-5797-8239-67a1baf3b724,Nilima Swamy,48,Motorcycle,2023-02-13,4.49
839,DP-60152aa6-41dc-56a9-b5d0-13c8eb8ee411,Sachi Suresh,7,Bicycle,2023-12-21,4.77
840,DP-f73ee6e2-19ee-5af3-b84c-0d32e29ac9dd,Fitan Balasubramanian,9,Motorcycle,2025-06-23,3.82
841,DP-bcd39c33-2f93-59fd-a2f1-2554604b2a9d,Brinda Bali,1,Motorcycle,2025-09-19,4.74
842,DP-cad1cbd4-fd76-5772-b2bf-60fa328f48b1,Umang Yogi,24,Motorcycle,2026-06-29,4.27
843,DP-a343c2a6-a1ff-5b87-85a6-60a926fa63e4,Om Shankar,9,Motorcycle,2024-12-08,4.51
844,DP-90384814-e3a0-5a1a-a7f9-ad415ace6aa8,Yasti Chowdhury,7,Motorcycle,2023-01-10,5.0
845,DP-e72f79f8-f124-5a3a-814e-fb01e9a080a7,Amrita Peri,2,Motorcycle,2026-01-19,4.68
846,DP-11cdb7ee-ca03-5f90-8087-5a0e23dcfe04,Ridhi Kamdar,34,Motorcycle,2023-07-25,4.64
847,DP-c0f0f3af-4024-596f-9462-0933212d0589,Harsh Kota,6,Motorcycle,2023-06-04,4.61
848,DP-476957ad-2644-552a-b1f3-e77fae78c89e,Bachittar Sengupta,16,Motorcycle,2025-05-10,4.89
849,DP-28319cf8-aedf-5d78-ad1e-d884d9c6231a,Ijaya Chahal,2,Motorcycle,2025-02-09,4.78
850,DP-4d742363-fc2c-542c-8593-e72d27ce647a,Jacob Khalsa,44,Motorcycle,2023-03-18,4.61
851,DP-125cbebe-dca3-57bc-a8b6-da0682900275,Indali Sangha,3,Bicycle,2023-08-05,4.57
852,DP-5dd0d0d0-7270-5c5f-9d6d-0a177bfadd99,Liam Jhaveri,3,Motorcycle,2025-01-22,4.54
853,DP-4690d10a-04e7-554c-844b-0093be73c6de,Daniel Panchal,30,Motorcycle,2023-11-22,4.47
854,DP-523ec3a3-c5d9-515e-9c8e-ac84f2ac8ee9,Om Naik,37,Motorcycle,2025-05-22,4.08
855,DP-0562b234-3f77-557b-88e4-db9dacaa040b,Bimala Loke,3,Motorcycle,2024-06-09,4.68
856,DP-6a782749-f3d9-5941-a732-307bb3029c80,Krishna Sabharwal,8,Motorcycle,2025-01-20,4.3
857,DP-0ee68db1-4620-5b01-8047-ab1c01685a5b,Aradhana Date,19,Motorcycle,2024-08-29,4.85
858,DP-880f117b-f727-5707-93ce-fa567d1faeaa,Zaid Dhingra,33,Electric Scooter,2024-04-10,4.43
859,DP-177c9c19-be3b-568e-80ea-42083e4c150b,Yug Ramaswamy,6,Motorcycle,2024-03-12,4.8
860,DP-1d1d86e3-227a-554c-a1aa-054935ef5fca,Lucky Luthra,9,Motorcycle,2025-06-08,4.48
861,DP-f98e96d9-2840-5cba-819d-62cc71a10efa,Keya Seth,20,Electric Scooter,2024-10-18,4.45
862,DP-abcf1069-168f-5b08-a977-ba3c0ce8520d,Girik Rau,19,Motorcycle,2025-01-28,4.55
863,DP-c9c8975d-7319-58ec-8daa-553e4fcb88f4,Jyoti Sha,23,Motorcycle,2025-01-06,4.39
864,DP-9348bd0f-afa6-550b-b8f3-669912bc7ca4,Falak Agate,11,Motorcycle,2023-09-22,5.0
865,DP-5eed7bb2-046e-51d4-bb1d-bb0ce3bef040,Tara Parmar,2,Motorcycle,2026-03-11,5.0
866,DP-0390e6f1-773c-5aa2-a76c-7e1f5376291c,Mitali Kamdar,36,Motorcycle,2024-12-19,5.0
867,DP-8191dac5-69a4-56eb-b41f-a58e93a25367,Siddharth Talwar,31,Motorcycle,2025-07-05,4.61
868,DP-b887544d-17bb-56d8-8ff1-8855ff63ef84,Ekantika Mander,24,Motorcycle,2026-01-30,4.28
869,DP-c80968ff-3387-51b2-8a3e-7323c6f9f708,Kalpit Sundaram,2,Motorcycle,2026-03-25,4.81
870,DP-16fd64c1-ab82-5aec-ba29-5a8404a068fb,Chanakya Batra,3,Motorcycle,2025-04-30,4.39
871,DP-a7b86c5f-9dd1-5833-95b7-515023a24413,Tripti Babu,20,Motorcycle,2025-10-01,4.85
872,DP-17762001-a5cc-5016-9850-39a261842573,Nakul Sastry,1,Motorcycle,2024-08-25,4.27
873,DP-925ddb51-add3-5731-a523-6b00d743765e,Aadi Sangha,47,Motorcycle,2025-07-30,4.63
874,DP-11a0a03d-5b8a-5224-8117-e8458cb44d99,Kevin Mittal,6,Motorcycle,2024-02-15,4.9
875,DP-7e7eb890-d65a-5360-8695-751825ad6c45,Anusha Chander,18,Electric Scooter,2025-06-27,4.41
876,DP-055e0ee8-3c68-5b46-8557-b9d3084a0118,Zashil Butala,34,Motorcycle,2023-04-20,4.41
877,DP-e2a4c2eb-d22e-56f4-975a-90e214069a1e,Noah Ben,6,Motorcycle,2026-03-12,4.0
878,DP-500a5b6b-1125-54cf-b75a-64a80c873541,Dalaja Kaur,5,Motorcycle,2023-11-09,4.28
879,DP-9ae78d49-fb94-5d96-8164-c06d0d7bdb71,Gavin Chandran,12,Motorcycle,2025-04-17,4.6
880,DP-9579ff2e-a225-5ef1-b042-8e12fbf1b51d,Tanay Sood,11,Electric Scooter,2023-01-15,4.65
881,DP-f8e8509a-59e2-57b1-a5e5-7f06b550cdda,Kevin Kara,7,Motorcycle,2023-07-18,4.7
882,DP-dee4005d-8f35-5d62-a63f-2473d197c2ac,Aditya Anand,12,Bicycle,2026-06-12,3.88
883,DP-264aedcf-39d0-5e34-86d1-367cd0244dd6,Jai Sami,40,Bicycle,2025-11-29,4.39
884,DP-62a5f851-8942-53ca-8191-97301ebf1d89,Vanya Bobal,8,Motorcycle,2023-10-11,4.04
885,DP-3f81913a-d07d-54d0-9d2c-d703c73e71a9,Leela Chakraborty,3,Motorcycle,2023-06-16,4.58
886,DP-2a6c3fff-3f8e-5f20-9bb2-d5d5de6de317,Harshil Munshi,6,Motorcycle,2025-11-05,3.95
887,DP-9c591338-eba6-5a2a-9d9b-16b139334852,Chandani Devan,6,Motorcycle,2026-06-17,4.12
888,DP-0ccc3c03-690d-5333-a6e6-dcef19465949,Kiaan Dhar,2,Motorcycle,2023-08-04,4.77
889,DP-f49cd6ac-2569-5421-bad3-5f052a31933f,Abhiram Gala,3,Motorcycle,2025-04-27,4.31
890,DP-d85eb3f5-e8ed-57e7-9713-8059d4009cab,Indali Kala,16,Motorcycle,2023-12-28,4.98
891,DP-50887a60-a147-5030-a70e-9aff172b3a51,Nisha Savant,5,Motorcycle,2025-08-07,4.71
892,DP-ba9ed5d8-a75a-54e9-a2c8-d076867611f7,Gabriel Chaudhry,43,Motorcycle,2024-06-17,4.41
893,DP-b5034709-8900-57dd-aa28-182eb16b4fb1,Jatin Rajagopalan,4,Motorcycle,2023-06-09,4.83
894,DP-6679ee44-8788-5987-9351-d4d544cabef6,Pushti Murty,2,Motorcycle,2024-02-18,4.44
895,DP-cbd71989-6060-58b7-968d-5b01dc7ea99f,Yug Malhotra,21,Bicycle,2024-11-18,4.75
896,DP-0e2488ff-c583-5297-b4c3-32e527147c41,Yuvraj Mane,33,Motorcycle,2025-10-15,4.26
897,DP-6fde24d7-5b9d-5707-8e26-790aa65e62f4,Charvi Jha,4,Motorcycle,2023-01-27,4.85
